age_group,club_member_status,fashion_news_frequency,product_group_name,price,clusters
Young Adult,ACTIVE,Regularly,Garment Upper body,122.44,3
Adult,ACTIVE,NONE,Garment Full body,218.12,4
Young Adult,ACTIVE,NONE,Garment Lower body,218.12,1
Young Adult,ACTIVE,NONE,Garment Upper body,134.46,1
Young Adult,ACTIVE,NONE,Accessories,218.12,1
Young Adult,ACTIVE,NONE,Garment Upper body,657.34,1
Young Adult,ACTIVE,NONE,Garment Upper body,186.75,1
Adult,ACTIVE,Regularly,Nightwear,165.83,0
Young Adult,ACTIVE,NONE,Swimwear,239.04,1
Young Adult,ACTIVE,Regularly,Swimwear,124.11,3
Young Adult,ACTIVE,Regularly,Garment Lower body,124,3
Adult,ACTIVE,Regularly,Garment Lower body,134.46,0
Young Adult,ACTIVE,NONE,Garment Upper body,92.63,1
Adult,ACTIVE,Regularly,Accessories,134.46,0
Young Adult,ACTIVE,Regularly,Garment Lower body,165.83,3
Young Adult,ACTIVE,Regularly,Garment Upper body,343.61,3
Adult,ACTIVE,Regularly,Garment Upper body,124,0
Elderly,ACTIVE,NONE,Garment Upper body,113.55,4
Young Adult,ACTIVE,NONE,Garment Upper body,291.33,1
Elderly,ACTIVE,NONE,Nightwear,343.61,4
Young Adult,ACTIVE,NONE,Garment Lower body,239.04,1
Young Adult,ACTIVE,NONE,Garment Upper body,625.97,1
Young Adult,ACTIVE,NONE,Accessories,171.06,1
Young Adult,ACTIVE,Regularly,Underwear,92.63,3
Adult,ACTIVE,NONE,Garment Upper body,134.46,4
Young Adult,ACTIVE,NONE,Garment Lower body,134.46,1
Young Adult,ACTIVE,Regularly,Garment Upper body,112.29,3
Elderly,ACTIVE,NONE,Swimwear,218.12,4
Young Adult,ACTIVE,Regularly,Garment Upper body,82.17,3
Adult,ACTIVE,NONE,Garment Lower body,448.19,4
Young Adult,ACTIVE,NONE,Garment Lower body,176.29,1
Young Adult,ACTIVE,Regularly,Garment Upper body,130.49,3
Young Adult,ACTIVE,Regularly,Garment Upper body,134.46,3
Young Adult,ACTIVE,NONE,Underwear,134.46,1
Adult,ACTIVE,Regularly,Accessories,113.55,0
Adult,ACTIVE,NONE,Underwear,215.82,4
Adult,ACTIVE,Regularly,Garment Lower body,92.63,0
Young Adult,ACTIVE,NONE,Shoes,165.83,1
Young Adult,ACTIVE,Regularly,Garment Upper body,165.83,3
Young Adult,ACTIVE,Regularly,Garment Upper body,82.17,3
Adult,ACTIVE,Regularly,Garment Upper body,252.11,0
Young Adult,ACTIVE,Regularly,Garment Upper body,188.11,3
Adult,ACTIVE,Regularly,Garment Upper body,130.07,0
Young Adult,ACTIVE,Regularly,Garment Upper body,207.67,3
Young Adult,ACTIVE,NONE,Garment Upper body,165.83,1
Young Adult,ACTIVE,NONE,Garment Full body,165.83,1
Young Adult,ACTIVE,Regularly,Garment Upper body,96.92,3
Young Adult,ACTIVE,NONE,Swimwear,343.61,1
Young Adult,ACTIVE,NONE,Garment Full body,263.82,1
Adult,ACTIVE,NONE,Swimwear,134.46,4
Adult,ACTIVE,Regularly,Underwear,184.87,0
Young Adult,ACTIVE,NONE,Nightwear,124,1
Young Adult,ACTIVE,NONE,Garment Upper body,124,1
Adult,ACTIVE,NONE,Socks & Tights,50.8,4
Elderly,ACTIVE,NONE,Socks & Tights,165.83,4
Young Adult,ACTIVE,NONE,Garment Upper body,125.78,1
Young Adult,ACTIVE,NONE,Garment Upper body,103.09,1
Elderly,ACTIVE,Regularly,Garment Upper body,134.46,0
Young Adult,ACTIVE,NONE,Socks & Tights,88.34,1
Teenager,ACTIVE,Regularly,Garment Full body,124,0
Young Adult,ACTIVE,NONE,Garment Upper body,218.12,1
Young Adult,ACTIVE,Regularly,Garment Upper body,71.72,3
Young Adult,ACTIVE,NONE,Accessories,117.83,1
Young Adult,ACTIVE,Regularly,Accessories,103.09,3
Young Adult,ACTIVE,Regularly,Swimwear,134.46,3
Young Adult,ACTIVE,NONE,Garment Upper body,124,1
Young Adult,ACTIVE,NONE,Garment Upper body,134.46,1
Young Adult,ACTIVE,NONE,Garment Upper body,395.9,1
Young Adult,ACTIVE,NONE,Garment Lower body,239.04,1
Young Adult,ACTIVE,Regularly,Garment Full body,343.61,3
Young Adult,ACTIVE,NONE,Garment Lower body,186.75,1
Young Adult,ACTIVE,Regularly,Garment Lower body,186.75,3
Adult,ACTIVE,NONE,Garment Lower body,181.63,4
Elderly,ACTIVE,Regularly,Garment Upper body,186.75,0
Young Adult,ACTIVE,Regularly,Accessories,113.55,3
Young Adult,ACTIVE,NONE,Accessories,113.55,1
Young Adult,ACTIVE,Regularly,Garment Full body,291.33,3
Elderly,ACTIVE,Regularly,Socks & Tights,82.17,0
Adult,ACTIVE,NONE,Accessories,82.17,4
Adult,ACTIVE,NONE,Shoes,228.58,4
Young Adult,ACTIVE,NONE,Garment Upper body,197.21,1
Adult,ACTIVE,NONE,Garment Lower body,159.46,4
Young Adult,ACTIVE,NONE,Garment Full body,322.7,1
Young Adult,ACTIVE,NONE,Garment Full body,122.12,1
Young Adult,ACTIVE,Regularly,Swimwear,71.72,3
Young Adult,ACTIVE,NONE,Garment Upper body,343.61,1
Adult,ACTIVE,Regularly,Swimwear,239.04,0
Young Adult,ACTIVE,Regularly,Garment Upper body,218.12,3
Young Adult,ACTIVE,Regularly,Garment Upper body,134.46,3
Young Adult,ACTIVE,NONE,Garment Lower body,103.09,1
Adult,ACTIVE,NONE,Garment Lower body,124,4
Young Adult,ACTIVE,NONE,Swimwear,125.78,1
Adult,ACTIVE,Regularly,Garment Upper body,134.46,0
Young Adult,ACTIVE,NONE,Garment Upper body,113.55,1
Young Adult,ACTIVE,Regularly,Garment Upper body,50.8,3
Adult,ACTIVE,NONE,Garment Upper body,291.33,4
Teenager,ACTIVE,NONE,Garment Lower body,291.33,0
Adult,ACTIVE,Regularly,Swimwear,186.75,0
Young Adult,ACTIVE,Regularly,Accessories,134.46,3
Adult,ACTIVE,Regularly,Garment Lower body,225.13,0
Young Adult,ACTIVE,Regularly,Garment Upper body,61.26,3
Young Adult,ACTIVE,NONE,Garment Upper body,552.77,1
Teenager,ACTIVE,NONE,Garment Full body,239.04,0
Young Adult,ACTIVE,Regularly,Underwear,155.38,3
Adult,ACTIVE,NONE,Underwear,343.61,4
Young Adult,ACTIVE,Regularly,Garment Upper body,134.46,3
Adult,ACTIVE,NONE,Garment Upper body,134.46,4
Young Adult,ACTIVE,Regularly,Garment Lower body,291.33,3
Adult,ACTIVE,Regularly,Garment Lower body,239.04,0
Young Adult,ACTIVE,Regularly,Garment Upper body,103.09,3
Adult,ACTIVE,NONE,Garment Lower body,165.83,4
Elderly,ACTIVE,Regularly,Garment Full body,155.38,0
Adult,ACTIVE,Regularly,Underwear,165.83,0
Adult,ACTIVE,Regularly,Garment Upper body,80.08,0
Young Adult,ACTIVE,NONE,Swimwear,199.3,1
Young Adult,ACTIVE,Regularly,Underwear,113.55,3
Young Adult,ACTIVE,Regularly,Garment Lower body,134.46,3
Adult,ACTIVE,NONE,Underwear,239.04,4
Adult,ACTIVE,NONE,Garment Upper body,615.51,4
Young Adult,ACTIVE,NONE,Garment Upper body,165.83,1
Young Adult,ACTIVE,NONE,Garment Full body,395.9,1
Young Adult,ACTIVE,Regularly,Garment Full body,207.67,3
Young Adult,ACTIVE,NONE,Garment Upper body,79.45,1
Adult,ACTIVE,Regularly,Underwear,165.83,0
Adult,ACTIVE,NONE,Garment Lower body,234.44,4
Young Adult,ACTIVE,NONE,Garment Upper body,58.23,1
Young Adult,ACTIVE,Regularly,Swimwear,186.75,3
Young Adult,ACTIVE,Regularly,Garment Upper body,343.61,3
Young Adult,ACTIVE,Regularly,Garment Lower body,395.9,3
Young Adult,ACTIVE,Regularly,Garment Upper body,768.82,3
Adult,ACTIVE,NONE,Garment Full body,186.75,4
Adult,ACTIVE,Regularly,Garment Lower body,448.19,0
Adult,ACTIVE,Regularly,Underwear,134.46,0
Elderly,ACTIVE,Regularly,Garment Upper body,1379.03,0
Adult,ACTIVE,NONE,Garment Upper body,114.8,4
Adult,ACTIVE,Regularly,Socks & Tights,113.55,0
Young Adult,ACTIVE,NONE,Swimwear,186.75,1
Young Adult,ACTIVE,NONE,Garment Upper body,134.46,1
Adult,ACTIVE,NONE,Garment Upper body,189.89,4
Elderly,ACTIVE,NONE,Garment Lower body,197.21,4
Young Adult,ACTIVE,NONE,Garment Upper body,134.46,1
Young Adult,ACTIVE,NONE,Garment Lower body,343.61,1
Young Adult,ACTIVE,NONE,Garment Full body,165.83,1
Young Adult,ACTIVE,NONE,Swimwear,165.83,1
Adult,ACTIVE,Regularly,Garment Upper body,55.82,0
Adult,ACTIVE,Regularly,Garment Lower body,280.87,0
Young Adult,ACTIVE,Regularly,Underwear,186.75,3
Young Adult,ACTIVE,Regularly,Swimwear,343.61,3
Young Adult,ACTIVE,Regularly,Swimwear,134.46,3
Adult,ACTIVE,NONE,Garment Upper body,134.46,4
Adult,ACTIVE,NONE,Garment Upper body,186.75,4
Young Adult,ACTIVE,NONE,Garment Full body,186.75,1
Adult,ACTIVE,Regularly,Swimwear,165.83,0
Adult,ACTIVE,Regularly,Swimwear,144.92,0
Adult,ACTIVE,NONE,Garment Full body,552.77,4
Adult,ACTIVE,Regularly,Accessories,186.75,0
Adult,ACTIVE,NONE,Swimwear,70.98,4
Adult,ACTIVE,NONE,Garment Upper body,79.14,4
Adult,ACTIVE,Regularly,Garment Upper body,239.04,0
Adult,ACTIVE,Regularly,Garment Upper body,82.17,0
Young Adult,ACTIVE,NONE,Garment Upper body,291.33,1
Young Adult,ACTIVE,NONE,Accessories,197.21,1
Young Adult,ACTIVE,NONE,Garment Upper body,134.46,1
Young Adult,ACTIVE,NONE,Garment Upper body,343.61,1
Young Adult,ACTIVE,NONE,Garment Lower body,131.43,1
Adult,ACTIVE,NONE,Garment Lower body,252.11,4
Adult,ACTIVE,NONE,Nightwear,165.83,4
Young Adult,ACTIVE,NONE,Garment Lower body,343.61,1
Young Adult,ACTIVE,Regularly,Garment Upper body,134.46,3
Adult,ACTIVE,NONE,Garment Lower body,165.83,4
Young Adult,PRE-CREATE,NONE,Garment Upper body,239.04,2
Young Adult,ACTIVE,NONE,Garment Lower body,395.9,1
Adult,ACTIVE,NONE,Accessories,50.8,4
Young Adult,ACTIVE,Regularly,Garment Full body,239.04,3
Young Adult,ACTIVE,NONE,Garment Lower body,218.12,1
Adult,ACTIVE,Regularly,Garment Upper body,253.99,0
Adult,ACTIVE,Regularly,Garment Upper body,186.75,0
Young Adult,ACTIVE,NONE,Garment Full body,119.82,1
Adult,ACTIVE,NONE,Underwear,134.46,4
Adult,ACTIVE,NONE,Garment Lower body,171.06,4
Elderly,ACTIVE,Regularly,Garment Lower body,156.74,0
Young Adult,ACTIVE,Regularly,Garment Upper body,652.12,3
Adult,ACTIVE,NONE,Garment Upper body,343.61,4
Young Adult,ACTIVE,NONE,Underwear,239.04,1
Young Adult,ACTIVE,Regularly,Garment Full body,239.04,3
Young Adult,ACTIVE,NONE,Garment Full body,239.04,1
Young Adult,ACTIVE,NONE,Garment Upper body,291.33,1
Young Adult,ACTIVE,NONE,Garment Upper body,186.75,1
Adult,ACTIVE,Regularly,Garment Lower body,92.63,0
Young Adult,ACTIVE,Regularly,Garment Upper body,395.9,3
Young Adult,ACTIVE,Regularly,Garment Upper body,50.8,3
Young Adult,ACTIVE,Regularly,Socks & Tights,50.17,3
Young Adult,ACTIVE,Regularly,Garment Lower body,130.28,3
Young Adult,ACTIVE,NONE,Garment Upper body,237.68,1
Young Adult,ACTIVE,Regularly,Accessories,71.72,3
Young Adult,ACTIVE,Regularly,Garment Lower body,205.26,3
Young Adult,ACTIVE,NONE,Garment Full body,197.21,1
Adult,ACTIVE,NONE,Garment Upper body,77.99,4
Young Adult,ACTIVE,NONE,Socks & Tights,47.66,1
Adult,ACTIVE,Regularly,Garment Upper body,92.63,0
Young Adult,ACTIVE,NONE,Garment Upper body,448.19,1
Young Adult,ACTIVE,NONE,Garment Lower body,134.46,1
Young Adult,ACTIVE,NONE,Garment Upper body,291.33,1
Adult,ACTIVE,NONE,Swimwear,186.75,4
Young Adult,ACTIVE,NONE,Garment Lower body,291.33,1
Elderly,ACTIVE,Regularly,Garment Lower body,343.61,0
Adult,ACTIVE,NONE,Garment Upper body,82.17,4
Young Adult,ACTIVE,NONE,Garment Upper body,186.75,1
Young Adult,ACTIVE,NONE,Underwear,134.46,1
Adult,ACTIVE,NONE,Garment Lower body,239.04,4
Young Adult,ACTIVE,NONE,Garment Lower body,448.19,1
Young Adult,ACTIVE,Regularly,Garment Upper body,48.81,3
Adult,ACTIVE,Regularly,Garment Full body,150.04,0
Adult,ACTIVE,NONE,Garment Upper body,125.05,4
Adult,ACTIVE,NONE,Garment Upper body,448.19,4
Young Adult,ACTIVE,Regularly,Garment Upper body,239.04,3
Young Adult,ACTIVE,NONE,Underwear,77.89,1
Young Adult,ACTIVE,NONE,Underwear,155.38,1
Adult,ACTIVE,NONE,Garment Upper body,92.63,4
Adult,ACTIVE,Regularly,Garment Upper body,291.33,0
Young Adult,ACTIVE,Regularly,Garment Upper body,113.55,3
Elderly,ACTIVE,NONE,Underwear,103.09,4
Elderly,ACTIVE,Regularly,Garment Full body,239.04,0
Adult,ACTIVE,NONE,Garment Upper body,113.55,4
Adult,ACTIVE,NONE,Underwear,113.55,4
Adult,ACTIVE,NONE,Garment Lower body,239.04,4
Adult,ACTIVE,Regularly,Underwear,92.63,0
Elderly,ACTIVE,NONE,Socks & Tights,100.58,4
Young Adult,PRE-CREATE,NONE,Garment Upper body,343.61,2
Young Adult,ACTIVE,NONE,Swimwear,186.75,1
Young Adult,ACTIVE,Regularly,Garment Lower body,239.04,3
Adult,ACTIVE,NONE,Garment Upper body,125.15,4
Young Adult,ACTIVE,Regularly,Accessories,134.46,3
Adult,ACTIVE,Regularly,Garment Upper body,71.72,0
Young Adult,ACTIVE,Regularly,Garment Upper body,113.55,3
Adult,ACTIVE,NONE,Garment Upper body,118.78,4
Young Adult,ACTIVE,NONE,Garment Upper body,218.12,1
Young Adult,ACTIVE,NONE,Accessories,152.24,1
Adult,ACTIVE,NONE,Garment Lower body,427.38,4
Adult,ACTIVE,NONE,Garment Upper body,103.09,4
Young Adult,ACTIVE,NONE,Garment Lower body,239.04,1
Young Adult,ACTIVE,NONE,Garment Upper body,124,1
Young Adult,ACTIVE,NONE,Underwear,134.46,1
Adult,ACTIVE,Regularly,Swimwear,159.35,0
Adult,ACTIVE,NONE,Shoes,395.9,4
Young Adult,ACTIVE,Regularly,Garment Upper body,103.09,3
Young Adult,ACTIVE,Regularly,Garment Lower body,165.83,3
Young Adult,ACTIVE,NONE,Garment Upper body,186.75,1
Elderly,ACTIVE,NONE,Garment Lower body,165.83,4
Teenager,ACTIVE,Regularly,Underwear,113.55,0
Adult,ACTIVE,NONE,Garment Lower body,82.28,4
Young Adult,ACTIVE,Regularly,Garment Lower body,207.67,3
Young Adult,ACTIVE,NONE,Garment Lower body,218.12,1
Adult,ACTIVE,NONE,Garment Lower body,155.38,4
Young Adult,ACTIVE,Regularly,Garment Upper body,92.63,3
Young Adult,ACTIVE,NONE,Garment Lower body,239.04,1
Adult,ACTIVE,Regularly,Garment Upper body,71.72,0
Young Adult,ACTIVE,NONE,Swimwear,165.83,1
Young Adult,ACTIVE,Regularly,Underwear,71.72,3
Young Adult,ACTIVE,NONE,Garment Upper body,239.04,1
Adult,ACTIVE,Regularly,Garment Upper body,227.12,0
Adult,ACTIVE,Regularly,Underwear,218.12,0
Adult,ACTIVE,Regularly,Garment Upper body,134.46,0
Young Adult,ACTIVE,Regularly,Garment Upper body,134.46,3
Adult,ACTIVE,NONE,Garment Lower body,186.75,4
Adult,ACTIVE,Regularly,Garment Upper body,239.04,0
Adult,ACTIVE,NONE,Garment Lower body,343.61,4
Young Adult,ACTIVE,NONE,Underwear,186.75,1
Adult,ACTIVE,Regularly,Garment Lower body,552.77,0
Young Adult,ACTIVE,NONE,Garment Full body,134.46,1
Young Adult,ACTIVE,Regularly,Garment Upper body,186.75,3
Young Adult,ACTIVE,NONE,Garment Upper body,657.34,1
Adult,ACTIVE,Regularly,Underwear,134.46,0
Young Adult,ACTIVE,Regularly,Garment Lower body,291.33,3
Young Adult,ACTIVE,NONE,Garment Upper body,252.11,1
Young Adult,ACTIVE,NONE,Garment Full body,343.61,1
Adult,ACTIVE,NONE,Nightwear,113.55,4
Elderly,ACTIVE,Regularly,Garment Lower body,92.63,0
Adult,ACTIVE,NONE,Garment Full body,186.75,4
Young Adult,ACTIVE,Regularly,Garment Lower body,92.63,3
Young Adult,PRE-CREATE,NONE,Garment Upper body,103.09,2
Adult,ACTIVE,Regularly,Swimwear,186.75,0
Young Adult,ACTIVE,Regularly,Swimwear,82.17,3
Young Adult,ACTIVE,Regularly,Garment Upper body,113.55,3
Adult,ACTIVE,Regularly,Garment Upper body,156.21,0
Adult,ACTIVE,Regularly,Underwear,218.12,0
Adult,ACTIVE,Regularly,Garment Full body,186.75,0
Young Adult,ACTIVE,NONE,Garment Upper body,239.04,1
Adult,ACTIVE,Regularly,Shoes,113.02,0
Adult,ACTIVE,Regularly,Garment Upper body,312.24,0
Adult,ACTIVE,NONE,Garment Upper body,110.1,4
Young Adult,ACTIVE,Regularly,Garment Lower body,134.46,3
Young Adult,ACTIVE,Regularly,Garment Lower body,186.75,3
Adult,ACTIVE,NONE,Underwear,186.75,4
Young Adult,ACTIVE,Regularly,Garment Lower body,343.61,3
Teenager,ACTIVE,Regularly,Garment Lower body,322.7,0
Young Adult,ACTIVE,NONE,Garment Lower body,61.26,1
Young Adult,ACTIVE,NONE,Garment Full body,265.18,1
Young Adult,ACTIVE,NONE,Garment Lower body,291.33,1
Young Adult,ACTIVE,Regularly,Garment Upper body,291.33,3
Young Adult,ACTIVE,NONE,Garment Full body,441.92,1
Young Adult,ACTIVE,NONE,Garment Upper body,118.78,1
Young Adult,ACTIVE,Regularly,Garment Upper body,124,3
Young Adult,ACTIVE,NONE,Shoes,165.83,1
Young Adult,ACTIVE,Regularly,Garment Upper body,82.17,3
Young Adult,ACTIVE,NONE,Garment Upper body,239.04,1
Adult,ACTIVE,NONE,Garment Upper body,74.85,4
Young Adult,ACTIVE,NONE,Swimwear,186.75,1
Young Adult,ACTIVE,Regularly,Underwear,134.46,3
Young Adult,ACTIVE,NONE,Underwear,165.83,1
Young Adult,ACTIVE,Regularly,Swimwear,395.9,3
Adult,ACTIVE,NONE,Garment Upper body,59.27,4
Young Adult,ACTIVE,NONE,Garment Lower body,364.53,1
Young Adult,ACTIVE,NONE,Garment Upper body,103.09,1
Elderly,ACTIVE,NONE,Garment Upper body,343.61,4
Young Adult,ACTIVE,Regularly,Garment Upper body,171.06,3
Adult,ACTIVE,Regularly,Garment Upper body,239.04,0
Young Adult,ACTIVE,Regularly,Garment Upper body,165.83,3
Young Adult,ACTIVE,Regularly,Garment Upper body,114.59,3
Adult,ACTIVE,Regularly,Underwear,207.87,0
Young Adult,ACTIVE,NONE,Garment Upper body,71.72,1
Young Adult,ACTIVE,Regularly,Garment Upper body,186.75,3
Young Adult,ACTIVE,Regularly,Garment Lower body,343.61,3
Young Adult,ACTIVE,NONE,Garment Upper body,343.61,1
Young Adult,ACTIVE,NONE,Accessories,113.55,1
Young Adult,ACTIVE,Regularly,Garment Upper body,165.83,3
Young Adult,ACTIVE,Regularly,Garment Upper body,113.55,3
Young Adult,ACTIVE,NONE,Garment Upper body,1065.3,1
Adult,ACTIVE,NONE,Garment Lower body,338.28,4
Young Adult,ACTIVE,Regularly,Garment Upper body,550.47,3
Adult,ACTIVE,Regularly,Garment Upper body,82.17,0
Young Adult,ACTIVE,NONE,Garment Upper body,92.63,1
Young Adult,ACTIVE,NONE,Garment Upper body,165.83,1
Young Adult,ACTIVE,NONE,Socks & Tights,134.46,1
Young Adult,ACTIVE,NONE,Garment Lower body,239.04,1
Young Adult,ACTIVE,Regularly,Garment Upper body,82.17,3
Young Adult,ACTIVE,NONE,Underwear,291.33,1
Young Adult,ACTIVE,Regularly,Underwear,186.75,3
Young Adult,ACTIVE,Regularly,Swimwear,239.04,3
Young Adult,ACTIVE,Regularly,Garment Lower body,296.56,3
Young Adult,ACTIVE,Regularly,Garment Upper body,114.59,3
Young Adult,ACTIVE,NONE,Garment Full body,82.17,1
Elderly,ACTIVE,Regularly,Garment Upper body,128.5,0
Elderly,ACTIVE,NONE,Underwear,95.77,4
Young Adult,ACTIVE,NONE,Garment Upper body,239.04,1
Young Adult,ACTIVE,NONE,Garment Upper body,441.5,1
Adult,ACTIVE,Regularly,Garment Full body,186.75,0
Young Adult,ACTIVE,Regularly,Garment Full body,761.92,3
Young Adult,ACTIVE,Regularly,Garment Upper body,128.71,3
Adult,ACTIVE,NONE,Garment Upper body,319.77,4
Adult,ACTIVE,NONE,Garment Upper body,239.04,4
Young Adult,ACTIVE,NONE,Shoes,343.61,1
Young Adult,ACTIVE,Regularly,Garment Full body,531.85,3
Young Adult,ACTIVE,NONE,Swimwear,186.75,1
Young Adult,ACTIVE,Regularly,Garment Lower body,406.36,3
Young Adult,ACTIVE,NONE,Garment Lower body,186.75,1
Young Adult,ACTIVE,Regularly,Garment Full body,657.34,3
Elderly,ACTIVE,NONE,Garment Lower body,239.04,4
Adult,ACTIVE,NONE,Swimwear,134.46,4
Young Adult,ACTIVE,NONE,Swimwear,134.46,1
Adult,ACTIVE,Regularly,Garment Upper body,239.04,0
Young Adult,ACTIVE,NONE,Garment Upper body,131.12,1
Adult,ACTIVE,Regularly,Accessories,134.46,0
Young Adult,ACTIVE,NONE,Garment Upper body,265.18,1
Adult,ACTIVE,Regularly,Garment Upper body,82.17,0
Young Adult,ACTIVE,Regularly,Garment Full body,124,3
Adult,ACTIVE,NONE,Garment Lower body,103.09,4
Young Adult,ACTIVE,NONE,Swimwear,186.75,1
Young Adult,ACTIVE,NONE,Garment Upper body,296.56,1
Young Adult,ACTIVE,NONE,Garment Upper body,113.55,1
Elderly,ACTIVE,NONE,Shoes,343.61,4
Elderly,ACTIVE,Regularly,Garment Upper body,232.55,0
Elderly,ACTIVE,NONE,Garment Upper body,186.75,4
Adult,ACTIVE,NONE,Garment Full body,186.75,4
Adult,ACTIVE,Regularly,Nightwear,113.55,0
Adult,ACTIVE,NONE,Garment Upper body,239.04,4
Young Adult,ACTIVE,NONE,Nightwear,103.09,1
Adult,ACTIVE,Regularly,Garment Lower body,197.21,0
Adult,ACTIVE,NONE,Garment Upper body,186.75,4
Young Adult,ACTIVE,Regularly,Garment Upper body,134.46,3
Young Adult,ACTIVE,NONE,Garment Full body,552.77,1
Young Adult,ACTIVE,NONE,Garment Upper body,291.33,1
Young Adult,ACTIVE,NONE,Underwear,186.75,1
Young Adult,ACTIVE,Regularly,Underwear,165.83,3
Adult,PRE-CREATE,NONE,Underwear,165.83,2
Adult,ACTIVE,NONE,Garment Upper body,134.46,4
Elderly,ACTIVE,NONE,Garment Lower body,291.33,4
Young Adult,ACTIVE,Regularly,Garment Upper body,124,3
Elderly,ACTIVE,Regularly,Accessories,54.98,0
Young Adult,ACTIVE,Regularly,Accessories,102.67,3
Young Adult,ACTIVE,NONE,Swimwear,186.75,1
Young Adult,ACTIVE,NONE,Garment Lower body,197.21,1
Young Adult,ACTIVE,Regularly,Swimwear,186.75,3
Elderly,ACTIVE,NONE,Garment Lower body,239.04,4
Young Adult,ACTIVE,NONE,Accessories,165.83,1
Young Adult,ACTIVE,Regularly,Garment Upper body,163.74,3
Young Adult,ACTIVE,Regularly,Underwear,134.46,3
Young Adult,ACTIVE,Regularly,Swimwear,113.55,3
Young Adult,ACTIVE,Regularly,Garment Upper body,83.22,3
Adult,ACTIVE,Regularly,Garment Lower body,180.48,0
Young Adult,ACTIVE,NONE,Underwear,186.75,1
Young Adult,ACTIVE,Regularly,Garment Lower body,343.61,3
Young Adult,ACTIVE,Regularly,Garment Upper body,301.78,3
Young Adult,ACTIVE,NONE,Garment Upper body,343.61,1
Adult,ACTIVE,Regularly,Garment Upper body,134.46,0
Young Adult,ACTIVE,Regularly,Garment Upper body,239.04,3
Young Adult,ACTIVE,Regularly,Garment Full body,343.61,3
Adult,ACTIVE,NONE,Garment Upper body,265.18,4
Young Adult,ACTIVE,NONE,Garment Lower body,343.61,1
Adult,ACTIVE,Regularly,Garment Lower body,222.72,0
Adult,ACTIVE,Regularly,Underwear,134.46,0
Young Adult,ACTIVE,Regularly,Garment Lower body,145.44,3
Young Adult,ACTIVE,NONE,Swimwear,134.46,1
Elderly,ACTIVE,Regularly,Garment Upper body,113.55,0
Adult,ACTIVE,NONE,Garment Upper body,89.81,4
Young Adult,ACTIVE,NONE,Garment Lower body,155.38,1
Young Adult,ACTIVE,Regularly,Garment Lower body,239.04,3
Young Adult,ACTIVE,NONE,Garment Upper body,82.17,1
Young Adult,ACTIVE,Regularly,Garment Upper body,239.04,3
Young Adult,ACTIVE,NONE,Garment Upper body,90.64,1
Young Adult,ACTIVE,NONE,Garment Lower body,239.04,1
Elderly,ACTIVE,Regularly,Garment Upper body,395.9,0
Adult,ACTIVE,NONE,Underwear,134.46,4
Adult,ACTIVE,NONE,Garment Upper body,82.17,4
Young Adult,ACTIVE,Regularly,Garment Upper body,291.33,3
Young Adult,ACTIVE,NONE,Swimwear,134.46,1
Young Adult,ACTIVE,NONE,Garment Lower body,296.56,1
Elderly,ACTIVE,Regularly,Garment Lower body,124,0
Adult,ACTIVE,Regularly,Garment Lower body,134.46,0
Adult,ACTIVE,NONE,Garment Upper body,98.49,4
Adult,ACTIVE,NONE,Garment Upper body,312.24,4
Adult,ACTIVE,NONE,Accessories,113.55,4
Adult,ACTIVE,NONE,Garment Full body,395.9,4
Young Adult,ACTIVE,NONE,Garment Lower body,312.24,1
Young Adult,ACTIVE,NONE,Garment Lower body,235.48,1
Young Adult,ACTIVE,Regularly,Swimwear,165.83,3
Young Adult,ACTIVE,Regularly,Garment Upper body,82.17,3
Young Adult,ACTIVE,Regularly,Garment Upper body,186.75,3
Elderly,ACTIVE,NONE,Garment Full body,395.9,4
Elderly,ACTIVE,NONE,Garment Upper body,103.09,4
Adult,ACTIVE,NONE,Garment Upper body,186.75,4
Adult,ACTIVE,Regularly,Underwear,186.75,0
Young Adult,ACTIVE,NONE,Garment Full body,239.04,1
Young Adult,ACTIVE,Regularly,Garment Upper body,186.75,3
Adult,ACTIVE,Regularly,Garment Lower body,186.75,0
Young Adult,ACTIVE,Regularly,Nightwear,186.75,3
Young Adult,ACTIVE,NONE,Swimwear,82.17,1
Young Adult,ACTIVE,Regularly,Garment Full body,108.32,3
