t_dat,customer_id,article_id,price,sales_channel_id,FN,Active,club_member_status,fashion_news_frequency,age,postal_code,year,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
2019-11-24,5c2b82039c092873b791d5ab4575c3c4b721b90c36e2a5158e7ed0b98ec88c4c,762796001,239.04,1,,,ACTIVE,NONE,27.0,b9ef3dc1c44b97f9970d4bdd1353563b8cb68e3a9ff596c41518797ced7b9cbc,2019,762796,Simpson(1),252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear,Fitted jumper in a ribbed viscose blend with a turtle neck and long sleeves.
2020-01-04,142fca66691bb6f1acf79325e7207c50dcf0afe53dc7b3ed2a4c6a039de1d725,842361001,165.83,2,1.0,1.0,ACTIVE,Regularly,37.0,2df06732554a7e1b7bb1a8721f233fb6c3b1184cf85a0f144e35b7bdfff67730,2020,842361,Granola Seamless cropepd tank,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Cropped sports vest top in fast-drying functional fabric. The top is designed with the minimum number of seams for a more comfortable fit and increased mobility.
2019-06-05,ad72e0c3e46e92b9d0d05aa5b3fa6cd149001fa08a65f89d243f51d8b3f5b538,714717005,239.04,2,1.0,1.0,ACTIVE,Regularly,22.0,f523a0acab1b654c2d166d740a68952714cafdf085122218605f2919a326dcd2,2019,714717,Skirt Utility,275,Skirt,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Short, A-line skirt in cotton twill with a zip fly and button, patch front pockets and back pockets."
2019-10-30,f239402988826bd9e95a3a15e97912b66b7936404203bea250cfffe874b735fb,820870003,186.75,2,1.0,1.0,ACTIVE,Regularly,28.0,9fcd97daff9edd4e96b45d400dcac09d28da301faa92b58cdbd62be2a773df7c,2019,820870,Jade body,256,Bodysuit,Garment Upper body,1010016,Solid,43,Dark Red,7,Medium,18,Red,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Body in jersey with a wrapover top, deep V-neck and draping. Gathered seam at the shoulders and waist, long sleeves with narrow elastication at the cuffs, and concealed press-studs at the crotch."
2019-07-01,c2b60d78fe1ead0000b7bcc9caf9f48f97f2f13f940de707f2a8940351028cc6,696527001,124.0,2,,,ACTIVE,NONE,52.0,56256d60c5e45a5a3ca6e77be6c180f8e36a8afb91fd53371c731960fe7fbf3a,2019,696527,Taylor blouse,258,Blouse,Garment Upper body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,1510,Blouse,A,Ladieswear,1,Ladieswear,6,Womens Casual,1010,Blouses,"Wide blouse in an airy cotton weave with a V-neck, 3/4-length sleeves with ties at the cuffs, and a rounded hem. Longer at the back."
2019-02-01,7885e1435371466245b3a70febc327a96c1ee57dce23a6a7b268c07a4be0eb04,537688014,180.48,2,,,ACTIVE,NONE,24.0,2802cca1762e44523dd94bec0ee4a4ff16ba8e1e92d1ff24df503074f0762160,2019,537688,Rachel,252,Sweater,Garment Upper body,1010010,Melange,8,Dark Grey,4,Dark,12,Grey,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,Long polo-neck jumper in a soft knit with long raglan sleeves and ribbing at the cuffs and hem.
2020-03-11,648613b9640f83c8862aaee59f0a617147350be194f5521ab79ae701b0ea9c26,844967001,133.73,2,,,ACTIVE,NONE,25.0,eb1d52fb974884e4e5bde92ea19e6c90006402511937546a62c7b9416ef211c8,2020,844967,Annie OL,252,Sweater,Garment Upper body,1010007,Embroidery,8,Dark Grey,4,Dark,5,Black,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,"Top in sweatshirt fabric with dropped shoulders and long puff sleeves with pleats for added volume and width. Ribbing around the neckline, cuffs and hem. Soft brushed inside."
2020-08-11,778c13f6e4fcf57c91da75f94e263dae67d63dcf6a8f5685979a179865118042,373506008,113.55,2,1.0,1.0,ACTIVE,Regularly,22.0,716f08cfb923ae7bc9a95044c3ea9ca1bf9bde9259a087a7933865a5d2b48d8d,2020,373506,Trainer 3p sock,302,Socks,Socks & Tights,1010010,Melange,6,Light Grey,2,Medium Dusty,12,Grey,3610,Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Fine-knit liner socks designed to be hidden inside your shoes. The socks have a ribbed section in the middle of the foot and elastication around the openings for optimum comfort.
2019-04-30,b272e1e044a29a042e316881e11338a580ea4ebd5b5bfab62693bacee7b30a5c,685347001,134.46,2,1.0,1.0,ACTIVE,Regularly,66.0,7b652eabe6b679068c7fe762e4ead96a51182f685ac0b43708f3d933eedfba78,2019,685347,Duo,254,Top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Fitted top in soft cotton jersey with a boat neck and 3/4-length sleeves.
2020-02-14,4f726aa3d44876ec796000b0f68b42faa10ae5f2485c4e500d8da4994244c7ad,743907002,94.93,1,1.0,1.0,ACTIVE,Regularly,59.0,a960a0d052705f160920da92dbf6728f6d386b7eb03587227cb7c49b4f8ce7fc,2020,743907,TVP VILDE 2P LS TEE,255,T-shirt,Garment Upper body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,6545,Baby Boy Jersey Fancy,G,Baby Sizes 50-98,4,Baby/Children,41,Baby Boy,1005,Jersey Fancy,Long-sleeved tops in soft cotton jersey with a press-stud on one shoulder (except in sizes 1½-4Y).
2019-05-28,ac478449f4f766cb046f0d2bd467944072fa59f5ad8bc338b02f167ce0b63547,639895001,186.75,2,,,ACTIVE,NONE,26.0,39ac4c1c3984b5ddd907a933f5bf56e8f72e9641e2590ca04b6bceb53eb89b95,2019,639895,No Scrub triangle Top,298,Bikini top,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Triangle bikini top with removable inserts and narrow adjustable shoulder straps that cross at the back. Two elasticated trims at the hem with an adjustable fastening.
2019-01-25,e5c46a53f1e48c416bf7240f42a0b5ca986104888fca01cd17ac4fb139cf790d,567438007,343.61,2,,,ACTIVE,NONE,54.0,86810f50c5352125b7d4b1741b57461aa290f9d648dca16c7dfb8e3c81ed3e22,2019,567438,Clark Slim Trs,272,Trousers,Garment Lower body,1010016,Solid,7,Grey,2,Medium Dusty,12,Grey,5631,Trouser,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1009,Trousers,"Suit trousers in marled Italian wool with stitching details. Concealed button and hook-and-eye fastening, zip fly, side pockets, jetted back pockets with a button, and legs with creases. Slim fit that is close-fitting at the thighs, knees and ankles to create a fitted silhouette."
2018-10-28,4bd499617a506c1a03a0812af8ee0789a21b559bba033ba82dea681521bd24df,453765004,186.75,2,1.0,1.0,ACTIVE,Regularly,53.0,8337981a3e0d2c6eb01be0708fc3318f4544a85a2e81e8316f3776cd441835e0,2018,453765,Capri cardigan,245,Cardigan,Garment Upper body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,5963,Tops Knitwear DS,D,Divided,2,Divided,58,Divided Selected,1003,Knitwear,"Cardigan in a soft, textured knit with a shawl collar and draped front. No fasteners."
2018-10-23,6b359136d5e5c849e8f1872a92b769b4e345069c9c9082f6f6ce6f53c100f37b,593184002,516.69,2,1.0,1.0,ACTIVE,Regularly,56.0,8a6373d8194f320005adb694ed22f9e9cab59d47c44994791b62a7f2db6de2c2,2018,593184,Cocos,252,Sweater,Garment Upper body,1010016,Solid,14,Dark Beige,2,Medium Dusty,13,Brown,1612,Jersey/Knitwear Premium,A,Ladieswear,1,Ladieswear,14,Womens Premium,1003,Knitwear,"Short-sleeved jumper in soft, fine-knit cashmere with ribbing around the neckline, sleeves and hem."
2018-09-23,951d225f60a93daf9464e1582650c4ca69d2197e49156d2a1956273762b04d13,604655006,239.04,2,,,ACTIVE,NONE,25.0,8b183a14b29ef32e897d0a7314431ed0b5244c8a17255670d3f3fae7c7714d65,2018,604655,Fleur LL PJ (J),297,Pyjama set,Nightwear,1010001,All over pattern,7,Grey,1,Dusty Light,12,Grey,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Pyjamas in printed cotton jersey. Short-sleeved top with a round neck. Bottoms with an elasticated waist and wide, gently tapered legs with ribbed hems."
2019-11-28,97209f56e4980dfbe4a989befd9f5aa94bac0142c43a087cf37250436a5de457,766258004,142.83,2,,,ACTIVE,NONE,46.0,4ad7f42b197f2f77666490fcb5af59f3b3bd142fe0d45255dba3d302f20b1191,2019,766258,Paris shirt,259,Shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,8713,Young Girl Dresses,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1014,Dresses/Skirts girls,"Shirt in a cotton weave with contrasting colour trims at the sides, a collar, buttons down the front and a chest pocket. Yoke with a pleat at the back, long sleeves with buttoned cuffs, and a rounded hem. Slightly longer at the back."
2020-04-11,59dc89c13b5c5a0d59d1551355d816a49dcdece26eb708fa5b1f34c0141b650e,779250006,280.87,2,1.0,1.0,ACTIVE,Regularly,20.0,996fd562799cc124a09feaba07d4e48afd39f8bcc76d3feb06d8232771cf06f4,2020,779250,Skirt Pencil S,275,Skirt,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket skirt in washed, stretch cotton denim with a zip fly, slit at the front and raw-edge hem."
2018-09-26,9e037fe40ef464b0f8151bb499d2af496081063c4237935ed18a7911bd97fae9,663825002,124.0,2,1.0,1.0,ACTIVE,Regularly,26.0,f5f2af59e05b49245923312aac60ee6fa5d9f416675d7682215d28a3f827a736,2018,663825,CS DT Ginger Top,253,Vest top,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Sleeveless top in a cotton weave with broderie anglaise, a lace trim and tie-top spaghetti straps. Smocking at the back,a seam at the waist and a gently flared peplum."
2019-10-06,af0144817f5b95b2ea1f2e06a49662d6d9fa4af137ccb3814cb37372f11398f3,764542001,113.55,2,1.0,1.0,ACTIVE,Regularly,52.0,7e1b25ce5824fb2cc7ef003579eac71d64e0d2de7a4ef9614c6ffd62d76f2c2a,2019,764542,Malin Leggings,273,Leggings/Tights,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,Leggings in sturdy jersey with covered elastication at the waist and side stripes.
2020-06-26,6d424692f98b5edc389c2bd06b3022302091f8c5278efd2c1c11c60e80800ce0,823118001,124.0,2,1.0,1.0,ACTIVE,Regularly,21.0,70539a649b3771014be80e183c006e260871859266dcbe0b47028050f4656f16,2020,823118,Ginger Top,298,Bikini top,Swimwear,1010016,Solid,72,Blue,1,Dusty Light,2,Blue,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined, non-wired bikini top with adjustable shoulder straps, removable inserts that shape the bust and provide good support, lacing at the front and a frill trim at the hem. No fasteners."
2020-01-16,74afecba7a44569908f544558aa73cb1022a5c54f57f5e0497e492f4caac9e38,556539001,61.26,1,1.0,1.0,ACTIVE,Regularly,33.0,dba8e3029cecc2a009b3894969165567fe0e818dd002f16503b1fe6938ab1df9,2020,556539,Velvet scrunchie,512,Hair ties,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Velour-covered hair elastic.
2019-03-09,f4799a6219ec7259e697f20efeb37faaae6a3c1c41317948c227a05e5c1e76c9,652218001,82.17,1,1.0,1.0,ACTIVE,Regularly,45.0,c775fce05c2323ce77deb9d6545e0c7985a55238a6d8d53cfe4c1be5b0358e81,2019,652218,Support 100 den,304,Underwear Tights,Socks & Tights,1010016,Solid,9,Black,4,Dark,5,Black,3608,Tights basic,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,"Tights that have a shaping effect on the tummy, thighs and calves while also encouraging blood circulation in the legs. Elasticated waist. 100 denier."
2020-02-03,9da3ff97b33f36562466c3ecdd466e0331fcd51b4a4db2042043e007819ff343,835125001,218.12,1,1.0,1.0,ACTIVE,Regularly,21.0,c4ea7a066b00c524c04136190792a852aafc570c7d263fff5188a295dca73eac,2020,835125,Maria camera cross,66,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Shoulder bag in grained imitation leather divided into two compartments, each with a zip at the top. Narrow shoulder strap with metal chains at the ends. Lined. Size 6x12.5x19 cm."
2020-06-27,2777982c0a7b91f336d49051aea2ebd066b63996659fdf4f162ddd20b0c3e126,891579001,92.63,2,1.0,1.0,ACTIVE,Regularly,49.0,3b92fe4365c68afd2bc2761d2a45a0e1815d38889359161833bad6d4a0e85805,2020,891579,Patty Flip-flop Fancy,88,Flip flop,Shoes,1010015,Sequin,9,Black,4,Dark,5,Black,3527,Flats,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Flip-flops with imitation suede straps decorated with rhinestones.
2018-11-17,99702a7fdc73f08dbc6dcd4d7b34b23374a4819ad69136c1f78f282a318f2bdb,557246014,239.04,1,,,ACTIVE,NONE,53.0,b432191b232d74998e20307d9e9f19d91aedcc6bb141950bf427d273333f8553,2018,557246,Hood W Zip,308,Hoodie,Garment Upper body,1010010,Melange,8,Dark Grey,4,Dark,12,Grey,5883,Jersey Basic,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,"Long-sleeved jacket in sweatshirt fabric with a lined drawstring hood, zip down the front, side pockets and ribbing at the cuffs and hem. Soft brushed inside."
2020-03-30,710a8e86d5ea833029ff39bf2085ecd51eac008c17d8a31506ac82de8bf9b53b,719530004,239.04,2,,,ACTIVE,NONE,20.0,39eda145ed88629be33e4d0514b713057d3ee152fdb32ff7b17277d1debcf6d1,2020,719530,Maja HW  WovenTRS,272,Trousers,Garment Lower body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"Cargo trousers in stretch twill with a high waist, zip fly and button, fake front pockets, real back pockets and flap leg pockets with concealed press-studs."
2018-11-17,66d3a74e34c99fabaee448676c28989e78ad15b187995cf113632f36aa302adf,632177002,218.12,2,,,ACTIVE,NONE,21.0,8b5b3e0936b7610caf03fa3a705b09fcd52dae20f6e76f76caea413085d58d7f,2018,632177,Lottie,263,Coat,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Short coat in woven fabric in a gently flared style with a collar and concealed buttons down the front. Long raglan sleeves with a narrow tab and button at the cuffs, welt side pockets and a single back vent with a box pleat. Unlined."
2018-12-13,9b19a20a30d57fcfd71fc02ceebcce6b31f72d71d7155261179d50ebed34690c,684080004,657.34,2,,,PRE-CREATE,NONE,,65c7eb0e64fc1a86fde509cfa9b5386069859e95a45d335eff3de8a3831e1813,2018,684080,Grimsby,262,Jacket,Garment Upper body,1010010,Melange,12,Light Beige,1,Dusty Light,11,Beige,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Knee-length coat in a brushed weave with narrow notch lapels, a concealed press-stud fastening, dropped shoulders and flap front pockets. Tape-trimmed inner seams. Unlined."
2019-10-31,fb850ee0b344215cec82f20dab4852509b6291619de5cd09d9ee90da3c584a53,788261001,78.2,2,,,ACTIVE,NONE,29.0,8ea03633ef54c16251288b2b6e26547c8612cf3de3b88e7ccade3b2fbae39b31,2019,788261,Amanda Tank,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Fitted vest top in stretch cotton jersey.
2019-11-26,ae15cc8a6b3ee734d57d177e8b8fc903430cfeb1986252ac90d5727578a6a9c2,741843001,186.75,2,1.0,1.0,ACTIVE,Regularly,26.0,e56cc97f3c1705194417fd96ab8430b0ae93a769e39718a20c069d5eba1a0b2d,2019,741843,Lumiere balboa wireless push,306,Bra,Underwear,1010020,Contrast,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Non-wired, lace push-up bra with padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps that cross at the back and a hook-and-eye fastening at the back."
2019-07-20,b8e55fbe740aed0b6b5baebbedc517e68d1e5ff396b0f3afa8e962e36fdb3437,735154001,70.04,2,1.0,,ACTIVE,Regularly,22.0,7f5eed46406cc67ab832819b6192c0ea0cf31aa13d6d3ccab5c9516993f88bcb,2019,735154,Kia cat sunglasses,81,Sunglasses,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Large sunglasses with plastic frames and UV-protective, tinted lenses."
2019-10-20,3e1f385e52e5c2640e9ff7451153c67c0662b91ba71352801eb70eee56bd0ac9,781660002,657.34,2,,,ACTIVE,NONE,24.0,656955c645c4c62402aa8099d7653237423d7324609c95e6688f50ef171848ac,2019,781660,L Christy Pile,262,Jacket,Garment Upper body,1010016,Solid,13,Beige,1,Dusty Light,1,Mole,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Jacket in soft pile with a high collar, large patch front pockets and a zip and wind flap with concealed press-studs down the front. Lined. The jacket is made partly from recycled polyester."
2020-05-18,e87f65e3d922a2ae3e2c863bb6359057f50b4b3e09ceaa707841912cf8c2ee56,698387001,542.94,2,,,ACTIVE,NONE,25.0,a9199f40e4729c053743318116e75aeb81fc3f097e05725b629d69474b83dc9f,2020,698387,&DENIM+ Skinny Shaping HW,272,Trousers,Garment Lower body,1010023,Denim,9,Black,4,Dark,19,Green,1774,OL Extended Sizes,A,Ladieswear,1,Ladieswear,57,Ladies Denim,1016,Trousers Denim,"5-pocket jeans in washed, stretch denim with a high waist, zip fly and button and skinny legs. Shaping – denim with a stretch function that holds in and shapes the waist, thighs and bum while keeping the jeans in shape."
2020-06-17,cceb240a544d6326c4230f6f98783d1628c3131a72fda34809c68c9cbe50f1a2,640021018,312.24,2,1.0,1.0,ACTIVE,Regularly,26.0,2e08f893b0f4ce36e3b7cb81002a3074e0396c9a4f673386ee59571209f426fa,2020,640021,Perrie Trash HW Denim TRS,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"5-pocket, ankle-length jeans in washed denim with hard-worn details. Extra-high waist, a button fly and gently tapered legs with raw-edge hems."
2019-04-06,1ff3f386fb228900c17a95ef1075da42fc354e6573f7bb2f05c731df19d9cf24,584631017,134.46,1,,,ACTIVE,NONE,30.0,bc5bb8e0c62973c2aa79ee8512e29290e778377c940cb79cce63021bedee04fc,2019,584631,5pk regular fancy,302,Socks,Socks & Tights,1010001,All over pattern,7,Grey,1,Dusty Light,12,Grey,7188,Socks Bin,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,"Socks in a soft, fine-knit cotton blend with elasticated tops."
2019-10-22,be85e2a17be195eaacc251daccbc9b39ee22321dd18ce24d9ccc11429e291a52,796210008,181.31,2,,,ACTIVE,NONE,29.0,588a1f92ed4d8e7c33e5302d776b983e8e942fbf1267a12f1c8866d466f9a0bd,2019,796210,Enter,272,Trousers,Garment Lower body,1010001,All over pattern,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Trousers in superstretch twill with a high waist with concealed elastication, and slim legs with narrow hems."
2020-08-08,8983ac8cf974bde64f0972d66a29c6760fbfde729085cb93e073a1cf0af82bf2,786304001,186.75,2,1.0,1.0,ACTIVE,Regularly,50.0,b0cd951d8c76ca157c6871c768dc4a1ffbdf6a7f6c8906ed4eeed8933f382724,2020,786304,Johan update sebi,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Top in lightweight sweatshirt fabric in a relaxed fit with long raglan sleeves and ribbing around the neckline, cuffs and hem."
2019-05-22,7cb44143ef22565c8d181e8a8e1821d5c6e9fc286dba9dab2fadbd01d3c0facb,717942001,291.33,2,1.0,1.0,ACTIVE,Regularly,55.0,4dd7215c7ae257289e58fcdef6dc3d32b41912e4793bc1ddc0473e49f2d6df01,2019,717942,Abilo espadrille,89,Other shoe,Shoes,1010016,Solid,22,Yellow,7,Medium,8,Yellow,3527,Flats,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Mules with wide, crossover straps with fringed edges. Jute-covered insoles with imitation leather reinforcement at the heels and thermoplastic rubber (TPR) soles."
2019-05-10,b964707ec945a7e1dac6bcc523daa5d8517a5802a514698e679b938df9e02e7c,701016012,79.45,2,1.0,1.0,ACTIVE,Regularly,44.0,ee0295efe89cb36b7b1e5df67760bca5e7e8f1d0368926940046104d9b52838b,2019,701016,PRICE TEE,255,T-shirt,Garment Upper body,1010001,All over pattern,9,Black,4,Dark,5,Black,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,Cotton jersey T-shirt.
2019-07-19,2fd0c4ba478e34993fadad50c056318f930de292ce4cb1a243c1e1ad39d3be51,795440004,181.73,2,1.0,1.0,ACTIVE,Regularly,50.0,c21c8a50beb8fdfb9c7402d396738537088b04d9a9fcc9bb789431784fe30549,2019,795440,Juan,253,Vest top,Garment Upper body,1010016,Solid,52,Pink,2,Medium Dusty,4,Pink,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Top in softly draping, ribbed jersey with a sheen. V-neck, narrow shoulder straps and a lace trim at the top."
2020-05-17,aaa3a54dfc073b95d5d8512856c6078fccd35a37a4bc4f2d520be0888b88d5c6,739590031,134.46,2,,,ACTIVE,NONE,39.0,db7073abfd1cbe4695e29794a51f2861a5b8d1748f773549cd19a41acce4cad3,2020,739590,Timeless Cheeky Brief,59,Swimwear bottom,Swimwear,1010017,Stripe,92,Green,2,Medium Dusty,19,Green,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Fully lined bikini bottoms with a low waist and cutaway coverage at the back.
2019-07-08,ec810197bdfe7ef1f7b5ac975f831bee489fd64bb246b402e4c3fb3d1d671ad9,708230018,58.12,1,1.0,1.0,ACTIVE,Regularly,45.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c,2019,708230,LINNI TEE,255,T-shirt,Garment Upper body,1010014,Placement print,10,White,3,Light,9,White,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,T-shirt in soft cotton jersey with sewn-in turn-ups on the sleeves.
